repo_name,sha_ids
hazelcast/hazelcast-simulator,89e92faa0e1d0c5cae63838e1d161e7c640458eb;d6baf59b671ba0f9fa759078b10ed1f438d7f3b3;ab673484e37b3ef9d9a2f02ce5799d3e92937575
i2p/i2p.android.base,312534b635e5df2f5ac728aa5bdf24b4465eb318
bilibili/danmakuflamemaster,6e125ae5f1dec6f98f1d5f06690802c31f516577;a5d4187d08b9e62720c7028f11a85b2f93f7d5ae
checkstyle/checkstyle,3828fb1efece4f88445cfdf70b27e90abd0c3ef7;7a1b0b12a6caa0e8ccf6a7a0cc44046e7f93e339;7284e8aa425ef5ed01838e99fd228609ce3e1208;b2a80ceca30df26e628d6f343dbc49d7b6481409;795968d20ed78e558a95fdd35702366327a4bdc1;bd4ec9a98edaced73f14c5422f64c39fad3ce596
corfudb/corfudb,24255437caf7e413d93a97b858559d2cfc0fb669;55c8ef0b1abdcb45bcf4a2a9b1da7f0c226cb18a;cc929070ef878efde77e71934232066ccfdf769e
torakiki/pdfsam,d7934aad985c1c3ae889321fe353790b9a425250
adoptopenjdk/jitwatch,b938e3fbabd1177d8454e6bb235fcd8d3fe73c2e
novoda/spikes,32669138c16b3b868ad0fd0e752716f0c5f10f05;246ec115cf0235d713fd0f150f23f5daf17b86d8
devskiller/jfairy,bf2e7c47bfb082e491773ee2e60bd7d53e080783
multibit-legacy/multibit-hd,b5a6a13ce9c3e43f1a6fdcc65455ea685962012b
bmwcarit/joynr,ff304e09a3947c784cccc00dc46deba5d7b1346d
omnirom/android_frameworks_base,733978be4c89b81e59d4562e86576760037cac70;f5f290cce9df2e3532d0be5403b98621b53a8cc9;fcea0ec0195c93798572101ea9ce70081a4f174c;3f3913550c10792edb8aecf66cc83c3db5c8b311;7bdb096289d10983f6fe711ecd598e350c9a9587;7c12eee6439435d7f29d49cab76edaedbd809460;2ecbe69ddd4fc93e83c2810ab88abb03e4f9f718;7a32fba76a15d356d929b35db516fcf3f136defb;8068618ebed021c445db0919843cdb6b9b9e35b5;f83464ed0a1c9215f4100fa018061710ed722ef5;ed7e00729f78d11107f0e9a7f0559dfe4be6b560
jcabi/jcabi-github,acfcf5fa60f28077d0391fcd10d47f95f3610343
mapzen/open,1444d24171619c502a9e41d01f40ac33f375f69a
cflint/cflint,60becf8c2d14b9d850f1b79bbca31c8de06ed0a0
apache/uima-uimaj,d15fdac5175190df735ac53106f5606eb564ce0a
twosigma/beakerx,728d7a83b73c2dcbfd91a61c68370a0a780f709b;9bf5095405b57bcad27ec033f278c39cc83475da
tlaukkan/zigbee4java,dbdc89c59f6dfe984f6f630f2131797138d25f43;d71c400ab6a37911cbe7fd86d5187c1c8208f561;90a0ff8dddc077c42df1be93ee520648bbde3ea3
eclipse/kura,30220ac943473d136669df2e09db072c71671de3;07e2106f88d3cd85e6f8547bcd240bc71ad680f2;e0aa32f31a07e78ffbc47531881d664a75feaa3b
cache2k/cache2k,d51d2812a4d0b296aeb5ae66203185c9e70547f1
jenetics/jenetics,37dc29e0ae07aa53fbbebf88e5595379f83983f5
evolveum/midpoint,5ceb8a8021132598cccb03b170bc011bdf70a18f
apache/jclouds,c967235ecd0897078a3363d86bb2da24b0daaca2
hcoles/pitest,778c487f924db888971bd09f87aa338acb77c767;b81916339dea7ae636565f089e6e35f178f800d2
eclipse-archived/smarthome,cf01b8669aabaee764983b1d79fe4abf42ec7f95
extjwnl/extjwnl,5d91efbed07da2121127ddcd77286477622badae
sdbg/sdbg,68b0c00a0be7f0c283c402c2c1ca9f3ac7249d8b;840111dea4ee6dd08261d4bcc6d5ce9a3c4ef48b;e022ab49a8822e8efcbcc6edebd107122ba02c27;553e7793d5ffa6ef202092fb98082defbb8e443f;d7235ebd7128d1d95228aaf5b6317accb600b4a4;c535f5ee94c89ab51a0bd8263cab7a4f54f36248;c03ec868429fb2e48cf44c9e531089259e9cab32
magarena/magarena,7fe0ffe971fd4e7df5e009c5dd35fdf3e867a1f6;898f987b55a027817eb07f3d83da862ee186a4a7;2d82e01dd40c57aeefb881dc2b9e570da9e44fab;d4a3cf84009d38d64ae6213299f9d6cd1649f9da;df41b79bf370f2e145546be48b7364a02354ebcc;5135ce9b19e7dc828b31b1ad925467f04ce2fecb;56c5df0f968d7560f34875b2fe791d64e4c68243
opendaylight/controller,194ee2fde243c264e32477b8d8ec9676dbfecaaa
opendaylight/yangtools,8811833b6078ef4d63d7c29ed94b8a946ab4cbb5
opendaylight/openflowplugin,4194f3c2e51f2c0985d1b8387acd8d8dd56a8163
hyperic/hq,f296c2ef8aa6475cef475cf50b608443a4614693
stratio/stratio-cassandra,9c5274b4cd0448af42cb3da8dc6d9a4422355a06
real-logic/aeron,2ffcfd2c63a6838beeddccbaaf0eaaeeb0200465;8691aab90dc777fba7fb99518eeb2fb6e6575626;2aa74b5dd6c2a33d9ec19b34d5aaabbd779c9027;2c4c59e68e385eaf595dd260725ddb7ee21c0c41;beda1c93701a47f5ffde3e2b4609f24e2691e14f;26ae15c8c713639eb5b26ed9a8ba76d8f44788ed;a9679663fd06bc30d8e088b5de48b428c602e553;a4d70d9b0d0e472f79e4a499e189ebb56dd10771
p3pp3rf1y/ancientwarfare2,ec8f7a206d61f563386ae2f2c608cb2b9db5da14
resurrectionremix/android_frameworks_base,3f3913550c10792edb8aecf66cc83c3db5c8b311;7bdb096289d10983f6fe711ecd598e350c9a9587;7c12eee6439435d7f29d49cab76edaedbd809460;2ecbe69ddd4fc93e83c2810ab88abb03e4f9f718;7a32fba76a15d356d929b35db516fcf3f136defb;8068618ebed021c445db0919843cdb6b9b9e35b5;f83464ed0a1c9215f4100fa018061710ed722ef5;ed7e00729f78d11107f0e9a7f0559dfe4be6b560
rhq-project/rhq,8cf10dd720219a5b1a03e825eae5ca2ccd978a5f;13e821f0b60a26e6a4ea55cd8bacd523968d90f6;ac43c7cb5873e56349f0700cdf9407c11d61ebb3
hpi-information-systems/metanome,f2401625cf6c51230cf127e616a20a05b12b1f92
codenjoyme/codenjoy,a8209c03310a842b1c12830d3efa75ff8591bb9a;e7a9fa8d346b0db3d1a6b824e180bd399374fdba
openpreserve/jhove,80c382ce150645aab725e5f74bd0b6c10cf66fde
jabref/jabref,7e757af78a28e586ab4683d44d147408c2dbbb2b;22d135d2cd1866be858b0c947ba6f7336ec9eb7f;b8d8f89b4017b371ee33593a98c12da575fb7260
polyglot-compiler/polyglot,b85fae47eaa88f38141ff9470e8f54de67d586e1
apache/tajo,7615b7576d2d40758f55cae3f4ea3346322cef0f
broadinstitute/picard,51ddca5e9c7706d77f30811ccf8aa699b0cc277f
cglib/cglib,b8be2c804a829e9bd638178c967b585fb8721a9f
apache/archiva,978ab1446b07ede86c1f4e5dbc277e9b476a4c3e
google/closure-compiler,711e14a190dc794304f3fe41fa05774a3935a780
teammates/teammates,880dbfaf900e4c35f7aba3884370e0887923b025;49bea442067302441e41c5416efe6b8333614666;9ecef56c5f46cf199e2166dad7c0d6695e98ca80;54042a75d47df6fe2502460bf5334b3657aa5e47;3d37001c342a188df441b4b7b6ac2a8b587f6464;7c4f38d02f3d3cc3a45e6b946174e3957dfc8db3;fcbd081c39f3169c08b1c78d2b058a5dacab4e17;a7bc6140b899d07741384312cf2db1f2a696b3d8;1b0b0994ed21120d83ac630b5ab2648f6b876c21;8a57df33fd46774644c9d6cdae3ee84c71ab9ecb;d2e1c33963f8f1ee511b27819192e9fcdd41d90c
apache/incubator-brooklyn,54da76e5936df1a07a5946a5cfb1f36f1f94e576;7da55ffc7a849112627f94cd3610eaea2215cebc
mastodon-sc/mastodon,cb32d833ab54b1c01d938943675b0ef741575ebd
hortonworks/cloudbreak,ef1b3dd757a8e34c4645af2280d048ca69caecbe
ethereum/ethereumj,145d373112fade324a726b218e2c354a197a84c0;e744a5b7185d4f86f666f11eec85c3984cb72c72;6a257fb630ce762543ca54dfebb2300dc509e87d
apache/ant,0b6d093f4671a0d477048bcfffbf55d3b7ac3bbc;162782c49180fb3f7dd2be97d5adfacaf8a57529
apache/ant-ivy,bc8ed855dbb9aff24448c39b2b3a7d92b7592f4d
google/guava,d2dad01718097b54703159bd703ddaf43479b1d3
apache/flink,6c4c6c89fcd66d87a89414f0b6bb2a1d308e13a4;9d39e961c9dcb7cbbd76c0b3f059379af82d8961;e6a318c420aceecfa86810db4c280fcb6bcd5a8b;29abccd4cb7d4905fa168f8d7b68a113e9640fca;f0ac261add2eb184358d5b89bc90b13aef7b267d
apache/parquet-mr,90f027efe123343a663e51e12d485ef7b302b093
swift-lang/swift-t,d4dfb2a5f8fb43a5c66d6686a3cebc8c1488545f
bazelbuild/bazel,ac880418885061d1039ad6b3d8c28949782e02d6;5ba8257de0be6176c001b28246f225983f454f90;222b03cd7562e8c44f07e6decd900a4d52b4f95f;e219a24a30960ab5c686dd09197b5e22626e1fe0
google/exoplayer,e690979d92e05e90ed8971e9bf733a7ec97e5245;a1ab1fc2a2b7562f699d5af6a89e78ad8fae74e7
oyachai/hearthsim,f01e51d847001da07b4cdf4acc24cc37b89786f0
f-droid/fdroidclient,1f607d3e6dee9ffa82624d10d7d3413a7ead4c6d;81f725f9f84c368cf2c2c023157a22f2f7769e6b
iluwatar/java-design-patterns,d0af12b1ee59e261b4368d28c101169a2305e943
cs-si/orekit,d7760ce59dbfdacf6aab58c945a588eed66f3227
travel-cloud/cheddar,3d2679705f8675bdd1d4c8eb827b2a1d23a5502d
appliedenergistics/applied-energistics-2,fbaff342e4540fa2b778434c6a511d5682fda52d
prmr/jetuml,c7e6173f59c9afe651a0698f5d46320ccc7fae5c
greenaddress/greenbits,37b28b28c677189390963210c3aa6ddebf87bdfd
wordpress-mobile/wordpress-editor-android,c3e75075e0cfa72c75ae98354d8c8258d8cfeea7
embulk/embulk-output-jdbc,81be1fd0af3b8726b6f12400f10d24190a267d6f
facebook/fresco,825c6126d521a24c24e70acf5168ba3ddb69c25a
raydac/zxpoly,34725003ddc7c17d971c93893050d92df6659831
gerrit-review/gerrit,4eebb97ace764b67a69c358f150a306f175e65a2;c4ced8910f45d9bf7ad4d3044278dc6343c3d156;92a1fa89f247ceed3ec88a040d15e442a3f67670
hushnymous/android_frameworks_base,3f3913550c10792edb8aecf66cc83c3db5c8b311;7bdb096289d10983f6fe711ecd598e350c9a9587;7c12eee6439435d7f29d49cab76edaedbd809460;8068618ebed021c445db0919843cdb6b9b9e35b5;ed7e00729f78d11107f0e9a7f0559dfe4be6b560
marcuswolschon/osmeditor4android,e6d0ddb985b3928375b5737d72795c3fd7b34b01
jtulach/bck2brwsr,dda82f7477219c983f6bb44964db8ec4ef8bc9ee
apache/zeppelin,4976fcd3797e8dd0b94c231347b2fa54ccd177fe
jaytaylor/sql-layer,ff241a090407691c8e744bd6c7fe2e649c7105f2
googlecloudplatform/java-docs-samples,3cf8b9a50295823c29da7cc9312f843cdf05732b
cyclopsmc/integrateddynamics,47e3b4f36838fcacf0bcbb9a8dcf5e95a35c395a
egovernments/egov-smartcity-suite,14467fc48fba1c6194b2b4bef93152ac12ca0f80
blood-asp/gt5-unofficial,3531fb264fe46af2168340d4a38528dc116a2ce3
vaadin/flow,7e465de500430c17dd44deaa667c9218e5af77f2
randoop/randoop,f2345c698de28369cc7a424201bb9214dd083072
novoda/download-manager,f2aaf39726ecf12993bd1789b97dd8f640177da9
smarr/somns,786311e5fa50afc28e9632a5cf45cb1677a9556f
dkpro/dkpro-core,b3ffabaf1f4fd17addf49e433b4ad382f493fe47;7d0ddde1071e6b4c09518a5e199cf95176deb21b
agateau/pixelwheels,b835d8dd23c242fe705b84db838b1d705649dd1c
tracecompass/tracecompass,16cd5317b104f551ae13941b231e682ea455e1b1;71535b53ea497bfe05fbf5dfc40c004d2b45bdc3
lets-blade/blade,57f3a8eadcdd34cb1ec6c0e8279d972f238c780f;c7d681a8eaebbd04f3854ec64ad8844c0479395b
glucosio/glucosio-android,21116d46123ebd260be90db230d815b7c82d1d95
khuxtable/seaglass,9b8789469f3dab217245ca5b96ce02bb35be4314
triplea-game/triplea,9a5de249c4e109318ba7e34cef6cb9cf6c17975e
matsim-org/matsim-libs,bf68069e7e1c94e77ff9fb17199c22d0325f9498;d0f1e837e7bf657f26c43fd9121be508babe699b
arianne/stendhal,b0a6f9a1b6af05b872783afa56ae8e043f7277b3;dba950628b678a00ade9d07212198b9f72cd51d0;d4995acc517dc4b9b64b141cc28ddc20f8e64144;8cb7097eba3d2d69e2926f5aa2a1d775f381a21c
getodk/collect,715daea99a62271b1979f9d0e3bba9c9506f113c;14b5521be9d41dbc69112e297cd0f9b8832d2501
megamek/megamek,9df1fd60c04435a0c8911ec15967b9b20b2cba5f;6c91259344c80ccd5efdd6cf595c50256a1b12ad;950dfe606af02a46679dffa5fdbcd986a67d2053;3b3ab1f3a80bf47a58bf813d7571a17c48ca416f
strapdata/elassandra,7192c4630772fc205ca005648adf9667dbd48d17
mars-sim/mars-sim,2c44ed80539b377231a54a4f21c5d9256cf4848a;e32692e9584f8cbfa6585a79c6013352df40bdd3
jikesrvm/jikesrvm,ea754d8dde0c52e2314f5b98407e6dd88fd2cd5a
beanshell/beanshell,60362bfdc2f17c31cafa578206f7967415f74675
pedrovgs/androidgameboyemulator,58e964365b9e6cc8f23476c85d24230faa2b7a12
zalando/nakadi,c140b6f54ec1113fdf86f8f76a4710f506dcc637
nokia/red,a8f5e9e1a6e3d771bd5384d9936bc53806ecb8d1
dbeaver/dbeaver,a93b0059e4f4a34f3c3a2828650b5653ed7721f0
gzu-liyujiang/androidpicker,facb01b521d0e685b6a42e53bf49f0b665e3c50f;6b5242bdef523d22703a1bdbcd1912deea5c0d85
conveyal/r5,e2709d65e3cdc73a18363f05919d3bbcb0b9a0f5
aicis/fresco,080874fbbaeee8a79efa1769b9ee267ac9254d06;9341d0e7b987f2a80a63bbbff04132723f1bfea4
mightypirates/tis-3d,f12bf19cc2ad0bba21b3b5cf74503f440cb9376e
finos/waltz,532a4e338e6b42f2893f2761c506ebfd39f09357;d511a32edb49f615963ba75d47afd7ac04ce2830
gerritcodereview/gerrit,d1cb918d3b11f6e32f32d9994e6cbe92cb604d7d;368547f70fb8cd211cc7f995a802dbe077e25cba;c4ced8910f45d9bf7ad4d3044278dc6343c3d156;4ee9719e979d2e765599e3ce79cd4a5c8553563d;92a1fa89f247ceed3ec88a040d15e442a3f67670;cc5470280c1e2aa9ae58c73de3ae927b91d5215a
feixiao/designpattern,d0af12b1ee59e261b4368d28c101169a2305e943
mesosphere-backup/hdfs-deprecated,17f538ae7b59b2800b152a619f6dcf888d488c00
smartisantech/android_frameworks_base,3f3913550c10792edb8aecf66cc83c3db5c8b311;7bdb096289d10983f6fe711ecd598e350c9a9587;7c12eee6439435d7f29d49cab76edaedbd809460;8068618ebed021c445db0919843cdb6b9b9e35b5;ed7e00729f78d11107f0e9a7f0559dfe4be6b560
natar-io/papart,3aeacd75eb97f36304fd399d119517cd1471a021
timusus/shuttle,cfe401a21b38f4a6eeb7e48e62e21ab790c2b32e
iyzico/iyzipay-java,8d66c6dd3e7dec6c02ce83ee98ed70a490ca1133
rohanpadhye/jqf,b82f07e6cb855f85c7b0f7a92b3e39ba62f415e1
mmarquee/ui-automation,1c79cae34b0c41e64476b400076a4432bdab5427
wolfsblvt/blossomspokemongomanager,b4d53dfc401fdfa568f42b366cf1732c302565e1;9dd88f26bfe3f9a3570a998431287bd96b5d3a9b
tls-attacker/tls-attacker,5cfa8478c0d3838a311f84cebab56ba5fcb1c2b4
kalaspuffar/secure-quick-reliable-login,5f9b97c16bc1bdda3848ac680a81c75aa0c9759d
tencent/tencentkona-8,de00cc778caa2f8777ab5a64b2827c1d1bee7b33
sukritishah15/ds-algo-point,018ade539edc16ae0131bad9b254b5c8901ecfc9;acc3bef2b50e85b769afecd0659297d6f6c4ab98
nuls-io/nuls-v2,276121078be88e7ea0ad37815f6584a9de6f0716;167c480dac8b9d5df408b1f4949be014682eb186;46831008c0b8986325d441f0885df3812aca45b9;5f2edabeb9771b100336fd89d6cf240bd5ba77e1
software-jessies-org/jessies,0a7b4a7b94fcde3f30d5f7222c217bf60d65d2e4;d7ae39d6ebdb2c01300925de3e829324d41879dd;fcdfe7ccf33a9c67319622a91305d1710de0fefc;f0bb4c414cab09347e391cbed43071c9ad9e603e;73788ca21bf6d62818ffb92905ead3cd222d3b1c;99449b5888d7c24ccbb95b72f5867e029ddf1ee1;3cd3a069253d782b46c1d5dad6192847f7a400a7
tsaglam/carcassonne,98c77f8d5be507bec36d6fb36cc83309d6431cd0
nkonev/r2dbc-migrate,73a936b5836d8593895afcc247763038bccd4d6e
smartreceipts/smartreceiptslibrary,50bdcd314721c3ce1d9a7649b726fccb642d7179
osmlab/atlas,13ce26162ac250c931e8956e48db297838e80dd4
amzn/exoplayer-amazon-port,e690979d92e05e90ed8971e9bf733a7ec97e5245;a1ab1fc2a2b7562f699d5af6a89e78ad8fae74e7
sosy-lab/java-smt,8d49668664e52a3448975c1e596908bbc41a253d
apdevteam/movecraft,cb00e4beeda7ed5fe6540e8fc31330a9a002995c;7ed5025565b0b7890b27f9c68d0c08d335ebe05b
drewnoakes/metadata-extractor,d1454f065ea3fae19f39afe89b729f8a7bad2f68
m2049r/xmrwallet,776cc263775f46456bee820dade69a33a4fd529e
pcgen/pcgen,dad3b065a847173a986f2653d94294e28e894c8c
spotify/styx,294271726586a6c20806ef0ca6d274d1125cf80c;a26c84098a23af25c7ffebdf3ebe33c555c95fae
argouml-tigris-org/argouml,aa4e799045c06c336406a26c0de60a259b2846a1;03d031e6c0ff66b1a0cdc865d57a7e6f47ebaf8e
salesforce/dockerfile-image-update,5a5992223d90bafb4d734da8bc33c11e78f1a3e1
rammelkast/anticheatreloaded,540cc30151337684857095d5f46cf8cd4f17d73f
unidata/tds,359c5967b9f1ea015217e3fa247795704c3b137a
linlinjava/litemall,7b90484d81695405e4b6f29d51f7dedfc9be6441
repeats/repeat,1dc5c6f49f779315151b0534655896f06b91c6d5
daviscook477/basemod,6c0c03d4d8c0272597036d050f6e40dac98f2aa8;0fd1e201811cd68d61da2939c60f18d85bc40328
jenkinsci/analysis-model,85cc0173180efd6e5c661161f8e79e5e9886d0ef
corretto/corretto-8,de00cc778caa2f8777ab5a64b2827c1d1bee7b33
airbnb/lottie-android,dbad2cf93136a3456d72c33e19c7ddf83afe7e2a
uscdatascience/sparkler,fb30465e370ae0be864e70172f78fde56d7636a6
webankpartners/wecube-platform,5ffd6b60d8c0657417b429593de1f7edcf260aea
nyrds/remixed-dungeon,5d2f0396a3f2075796eef5bc51802f9f9cf9d0fb;238585adb7e757c407fe93408853f1bf0f0886db
openhab/org.openhab.binding.zigbee,8a634be392d545586d65123b139dc0f21950b161;dd4d4cd456c40431eabdc61da38ee98f0253d6db
nextcloud/android-library,32fa627d271d44be93ceafcac785d1663dab1cfa;66aa6035a766b17407cf7af4a234a4094da5766a
neow3j/neow3j,3831a58a7161af8edbf3afad674b873c6afcabc3;672de0efe2f8d963118d50a52d032e2355d3aaa7;668810328e6759df08ad2ac47f62ba8acfac11e4;43e4a2199991a7e9f0d10ac16b8e1a1f7d4cf5f1;1ab033aea2b45acf0dd0c041b0a10a06f97e1207;17852defa5fd0aca4f86201477caeaa2b5a60f47;1432f4df2ddbb012da4df6dc277575513e686011
snikket-im/snikket-android,ea61142d7e5c2059913b767f96ebee5053cdb4f7;03ca971e2e6a816d1a64123633b2e1ec7d087323
netflix/hollow,f9873ee423f3c314bcdb79d8cf5513dc4e2602d6
gurkenlabs/litiengine,5c20ffa6d30467da5763fd650ab32ad39cee34cf
teamtwilight/twilightforest,a2db7689c876f92e4085a8b226e70adaf5882400
adoptopenjdk/openjdk-jdk8u,01b3976988b6a50d25f936810c679833dd7493a6
openidentityplatform/opendj,2fed2581689ab6fea6ef25578b7a6931974afaa0;46d992783834f9d3ab703df35cbe63e9e8d53fe6
nsacyber/hirs,4cf08ef38a2df9f286835cfe035ad647567aa0c3
openjdk/amber,de00cc778caa2f8777ab5a64b2827c1d1bee7b33;6504983459c6a85b328efd9a245d1a5eb8d50771;a3f3f797b5b88ec7ba2e24ac43564c99c4c2f934;6d2dd6f4837550915405e2bb94cea9a0c407bf72
pgcodekeeper/pgcodekeeper,da0262d5730f1eea34260400444f9a0f1dd15ffd
teamchocoquest/chocolatequestrepoured,953104977bfca598ac839a4b74f077d4fa6b7443
jflamy/owlcms4,53276832d958b8807811e0cb040fc1ede0f2f42b
yegor256/cactoos,258af345f47b3c0b4d784ce0c47be99599b7ebf8
jenkinsci/warnings-ng-plugin,0455b1e8ab6fcaa02e5ab1c58344972bee645eef
oracle/weblogic-kubernetes-operator,c9ef9ba9cda3922b0c6ae02133113f0396accff8
valkyrienskies/valkyrien-skies,d7efd36a7800e810ffb6fbbb14390b25433ff943
powsybl/powsybl-core,68f3298b0cf4f8f937922a4101a8c7eb9d9259e1
activiti/activiti-cloud,f019917ba1e1bceea8ae61bc7e6fe088e0cdcbb3
openjdk/shenandoah,de00cc778caa2f8777ab5a64b2827c1d1bee7b33;6504983459c6a85b328efd9a245d1a5eb8d50771;a3f3f797b5b88ec7ba2e24ac43564c99c4c2f934;6d2dd6f4837550915405e2bb94cea9a0c407bf72
jmonkeyengine/jmonkeyengine,76fcc2c497e61829c416e55bc9738f4cd71265c0;85e284a7b00afef820e962445dffd54f37c6edc8;f00c13dfbacb1f6e56163e17baa059b4d1d8050d
linbit/linstor-server,d7dc3f6d264020e0189afa5c0107b83a328b2feb
constellation-app/constellation,06d0ed815db1b4b909deabac10bd944a6019f4ad
openjdk/mobile,de00cc778caa2f8777ab5a64b2827c1d1bee7b33;6504983459c6a85b328efd9a245d1a5eb8d50771;a3f3f797b5b88ec7ba2e24ac43564c99c4c2f934;6d2dd6f4837550915405e2bb94cea9a0c407bf72
grapheneos/platform_frameworks_base,733978be4c89b81e59d4562e86576760037cac70;f5f290cce9df2e3532d0be5403b98621b53a8cc9;fcea0ec0195c93798572101ea9ce70081a4f174c;3f3913550c10792edb8aecf66cc83c3db5c8b311;7bdb096289d10983f6fe711ecd598e350c9a9587;7c12eee6439435d7f29d49cab76edaedbd809460;2ecbe69ddd4fc93e83c2810ab88abb03e4f9f718;7a32fba76a15d356d929b35db516fcf3f136defb;8068618ebed021c445db0919843cdb6b9b9e35b5;f83464ed0a1c9215f4100fa018061710ed722ef5;ed7e00729f78d11107f0e9a7f0559dfe4be6b560
apache/rocketmq,bf1131113596582b76d0e3172c2de544a54cf2c7;b6307dfce1c201877f7a27691cad74b842c0d971
genymobile/gnirehtet,4193a9ce9098d706dd6fabe0d33d16c720c30982
igniterealtime/openfire,28972842d1d4147e018959d790dd1e9d22a540c7
ripmeapp/ripme,abeb0b098466b70d8b5eaf1fb03339967f5027b6;368646145d31b8e6d6647965e93c955c83b29e69;7674eb570e2e55551e552855479023dc15bc1951;316a07cf7794ef58958f790c6cbb1d9d65659a92
belaban/jgroups,34f2d9e2276acad777617d631859777644e63d3e;7fc3b7fb5d9268c295a5f01bf8934b291ae7d962;c0c8746e2c2e99047225b479a0509c56f67ece8d;0b185ad94d600fc3bef01550199679ce80dc6e6c;373fb2924c360bfb61c59faa0d30a609a9bdd2ea;e85192cc993e7f5c00de8013df4a173f0699627a;9aada0b2ba30f510303a4f18d4acc947846d5aff;ec941ffb729da2d5ca566fa3b89ee07a9839e40b;ed859d162091c34786951910acc00263a89acc30;4bc4618302f939cb82ccb0f3ede2a4e285f1e89c
lessthanoptimal/boofcv,cb12a2c0bfcc9fcf73ca5e115750e1ce29f99880
netflix/spectator,4a0c5f9c96703be3c48e4bc3e50efffbb6730a4e
opennms/opennms,10a43eece0febd4789ee5f41bd383c0b280b6d97;2e6c714d48254ffe739d819d51c18f21f7ad0d2e
jellyfin/jellyfin-androidtv,a481410d6ea8357749dc4e318340b53cff5d4692;8845429e9f6a7fa7c1e4d4245c10cf49d5dfc47d
